Student ID,student_name,gender,grade,school_name,reading_score,math_score
7473,David Perez,M,9th,Shelton High School,89.0,87.0
7474,Jerry Preston,M,12th,Shelton High School,76.0,75.0
7475,Elizabeth Campos,F,10th,Shelton High School,89.0,99.0
7476,Shelly Marshall,F,11th,Shelton High School,71.0,94.0
7477,Christopher Hernandez,M,11th,Shelton High School,86.0,97.0
7478,Kenneth Thompson,M,11th,Shelton High School,89.0,72.0
7479,Dawn Mckenzie,F,9th,Shelton High School,97.0,75.0
7480,Jeffrey Richardson,M,12th,Shelton High School,88.0,82.0
7481,Danielle Kerr,F,12th,Shelton High School,91.0,84.0
7482,Timothy Wong,M,9th,Shelton High School,98.0,88.0
7483,Denise Murphy,F,12th,Shelton High School,76.0,95.0
7484,Steve Torres,M,12th,Shelton High School,90.0,91.0
7485,Brent Ramirez,M,11th,Shelton High School,91.0,69.0
7486,April Ryan,F,11th,Shelton High School,81.0,77.0
7487,Jack Rodgers,M,9th,Shelton High School,69.0,92.0
7488,Joseph Figueroa,M,12th,Shelton High School,87.0,68.0
7489,Kevin Crawford,M,11th,Shelton High School,75.0,98.0
7490,Douglas Rangel,M,10th,Shelton High School,73.0,70.0
7491,Teresa Bailey,F,11th,Shelton High School,74.0,97.0
7492,Philip Nunez,M,11th,Shelton High School,70.0,72.0
7493,Frank Campbell,M,12th,Shelton High School,79.0,72.0
7494,William Bean,M,9th,Shelton High School,96.0,79.0
7495,Stephanie Harris,F,12th,Shelton High School,78.0,98.0
7496,Luis Byrd,M,11th,Shelton High School,78.0,83.0
7497,Marcus Graham,M,10th,Shelton High School,81.0,82.0
7498,Hannah Brown,F,11th,Shelton High School,85.0,96.0
7499,Elizabeth Campbell,F,11th,Shelton High School,77.0,82.0
7500,Sherri Jones,F,11th,Shelton High School,90.0,77.0
7501,Sara Richardson,F,10th,Shelton High School,76.0,85.0
7502,Theresa Pollard,F,11th,Shelton High School,71.0,92.0
7503,Bobby Savage,M,9th,Shelton High School,72.0,83.0
7504,Sarah Flores,F,11th,Shelton High School,74.0,90.0
7505,Gregory Hampton,M,9th,Shelton High School,79.0,87.0
7506,Lonnie Hawkins,M,11th,Shelton High School,94.0,73.0
7507,James Reed,M,12th,Shelton High School,74.0,70.0
7508,Robert Randolph,M,11th,Shelton High School,98.0,93.0
7509,Jacob Andersen,M,12th,Shelton High School,96.0,73.0
7510,Nathan Ellis,M,10th,Shelton High School,89.0,83.0
7511,Patricia Olsen,F,11th,Shelton High School,74.0,89.0
7512,Michael Gamble,M,9th,Shelton High School,81.0,83.0
7513,Joshua Garrison PhD,M,12th,Shelton High School,96.0,88.0
7514,Scott Ramirez,M,10th,Shelton High School,71.0,88.0
7515,Krista Carrillo,F,10th,Shelton High School,69.0,78.0
7516,Kimberly Gonzales,F,10th,Shelton High School,77.0,79.0
7517,Felicia Schneider,F,11th,Shelton High School,87.0,79.0
7518,Douglas Lucero,M,9th,Shelton High School,88.0,82.0
7519,Melissa Williams,F,10th,Shelton High School,91.0,79.0
7520,Billy Hayes,M,12th,Shelton High School,82.0,78.0
7521,Patricia Hughes,F,12th,Shelton High School,84.0,99.0
7522,Madison Bailey,F,12th,Shelton High School,75.0,80.0
7523,Eric Zimmerman,M,11th,Shelton High School,97.0,68.0
7524,Mitchell Brown,M,9th,Shelton High School,82.0,84.0
7525,grade Nicholas Rodriguez grade,M,9th,Shelton High School,92.0,85.0
7526,Nancy Olson,F,9th,Shelton High School,87.0,83.0
7527,Jacob Hamilton,M,9th,Shelton High School,86.0,74.0
7528,Meagan Graves,F,12th,Shelton High School,74.0,90.0
7529,William Frazier,M,11th,Shelton High School,89.0,98.0
7530,Scott Shaw,M,12th,Shelton High School,89.0,89.0
7531,Robin Williams,F,10th,Shelton High School,88.0,87.0
7532,Aaron Fields,M,11th,Shelton High School,99.0,88.0
7533,Stacey Greene,F,11th,Shelton High School,84.0,84.0
7534,Lisa Dunlap,F,11th,Shelton High School,82.0,72.0
7535,Tommy Jackson,M,9th,Shelton High School,72.0,87.0
7536,Kaylee Casey,F,9th,Shelton High School,72.0,79.0
7537,Lydia Jones,F,11th,Shelton High School,97.0,82.0
7538,Danielle Hart,F,12th,Shelton High School,79.0,93.0
7539,Lisa Hoover,F,11th,Shelton High School,73.0,95.0
7540,David Brown,M,9th,Shelton High School,99.0,80.0
7541,Erin Sanchez,F,11th,Shelton High School,92.0,97.0
7542,Lisa Wiley,F,10th,Shelton High School,96.0,91.0
7543,Rebecca Oneal,F,9th,Shelton High School,72.0,99.0
7544,Debra Clark,F,10th,Shelton High School,96.0,95.0
7545,Dawn Cummings,F,10th,Shelton High School,69.0,81.0
7546,Brittney May,F,12th,Shelton High School,80.0,68.0
7547,Jamie Ross,F,10th,Shelton High School,90.0,92.0
7548,Laura Johnson,F,12th,Shelton High School,75.0,76.0
7549,Cindy Boone,F,10th,Shelton High School,84.0,95.0
7550,Leslie Huffman,F,9th,Shelton High School,77.0,98.0
7551,Christopher Berry,M,9th,Shelton High School,85.0,83.0
7552,Alexander Hunter,M,12th,Shelton High School,94.0,76.0
7553,Kenneth Hayes,M,12th,Shelton High School,81.0,84.0
7554,Kristy Garcia,F,10th,Shelton High School,84.0,94.0
7555,Joanne Baldwin,F,9th,Shelton High School,98.0,73.0
7556,Meghan Mcconnell,F,9th,Shelton High School,75.0,74.0
7557,Thomas Johnson,M,9th,Shelton High School,92.0,69.0
7558,Matthew Fletcher,M,9th,Shelton High School,78.0,99.0
7559,Seth Wilson,M,9th,Shelton High School,70.0,95.0
7560,Cory Greene,M,10th,Shelton High School,98.0,86.0
7561,Miguel Lynch,M,11th,Shelton High School,87.0,71.0
7562,William Cooper,M,9th,Shelton High School,83.0,93.0
7563,David Ayala,M,10th,Shelton High School,72.0,98.0
7564,Glen Beck,M,12th,Shelton High School,73.0,98.0
7565,Daniel Stanley,M,10th,Shelton High School,80.0,87.0
7566,Amy Morales,F,11th,Shelton High School,90.0,93.0
7567,Michael Richardson,M,11th,Shelton High School,96.0,99.0
7568,Chelsea Peterson,F,12th,Shelton High School,79.0,82.0
7569,Francisco Smith,M,9th,Shelton High School,88.0,70.0
7570,Brian Bush,M,12th,Shelton High School,74.0,92.0
7571,Michelle Ramos,F,12th,Shelton High School,82.0,78.0
7572,Calvin Tucker,M,10th,Shelton High School,93.0,99.0
7573,Jason Anderson,M,11th,Shelton High School,92.0,80.0
7574,Joshua Barron,M,12th,Shelton High School,73.0,81.0
7575,Jessica Weber,F,9th,Shelton High School,86.0,76.0
7576,Lisa Garcia,F,11th,Shelton High School,72.0,89.0
7577,Zachary Vasquez,M,9th,Shelton High School,71.0,75.0
7578,James Perez,M,9th,Shelton High School,93.0,96.0
7579,Anne Booker,F,10th,Shelton High School,98.0,68.0
7580,Kayla Dennis,F,9th,Shelton High School,79.0,92.0
7581,Stephanie Rios,F,10th,Shelton High School,87.0,86.0
7582,Barbara Duffy,F,11th,Shelton High School,92.0,69.0
7583,grade Sarah Ray grade,F,10th,Shelton High School,69.0,93.0
7584,Patrick Johnson,M,11th,Shelton High School,98.0,94.0
7585,Melanie Wallace,F,11th,Shelton High School,99.0,72.0
7586,Brandon Merritt,M,12th,Shelton High School,91.0,88.0
7587,Sherry Boyd,F,10th,Shelton High School,91.0,81.0
7588,Derrick Cox,M,9th,Shelton High School,83.0,68.0
7589,Emily Thompson,F,10th,Shelton High School,98.0,71.0
7590,Pamela Kirk,F,11th,Shelton High School,92.0,88.0
7591,Mitchell Wilson,M,9th,Shelton High School,80.0,79.0
7592,Sean Long,M,12th,Shelton High School,72.0,87.0
7593,Mark Frank,M,9th,Shelton High School,78.0,72.0
7594,Kathy Stone,F,9th,Shelton High School,91.0,99.0
7595,Eric Evans,M,9th,Shelton High School,91.0,89.0
7596,Chris Mcguire,M,11th,Shelton High School,76.0,79.0
7597,Angela Hernandez,F,10th,Shelton High School,75.0,70.0
7598,Angela Hall,F,12th,Shelton High School,84.0,91.0
7599,Jackie Sanders,F,11th,Shelton High School,84.0,76.0
7600,Jacqueline Marshall,F,9th,Shelton High School,79.0,73.0
7601,Gregory Mcknight,M,12th,Shelton High School,73.0,85.0
7602,William Brown,M,12th,Shelton High School,73.0,98.0
7603,Nicholas Pineda,M,12th,Shelton High School,72.0,68.0
7604,Jeremy Thomas,M,12th,Shelton High School,83.0,76.0
7605,Heather Lee,F,11th,Shelton High School,81.0,83.0
7606,Rebecca Brown,F,12th,Shelton High School,74.0,91.0
7607,Stacy Daniel,F,12th,Shelton High School,71.0,95.0
7608,Kimberly Logan,F,10th,Shelton High School,97.0,79.0
7609,Elizabeth Macias,F,9th,Shelton High School,89.0,99.0
7610,Brianna Bowman,F,10th,Shelton High School,98.0,82.0
7611,John Ward,M,10th,Shelton High School,96.0,69.0
7612,Dana Compton,F,11th,Shelton High School,89.0,73.0
7613,Larry Patterson,M,10th,Shelton High School,69.0,70.0
7614,William Carpenter,M,9th,Shelton High School,85.0,98.0
7615,Sierra Harris,F,12th,Shelton High School,85.0,81.0
7616,Angel Garza,M,9th,Shelton High School,77.0,74.0
7617,Anthony Curry,M,9th,Shelton High School,85.0,82.0
7618,Frank Sharp,M,11th,Shelton High School,69.0,93.0
7619,Maurice Joseph,M,11th,Shelton High School,78.0,81.0
7620,Michelle Smith,F,12th,Shelton High School,72.0,91.0
7621,Sarah Vasquez,F,12th,Shelton High School,90.0,69.0
7622,Elizabeth Horton,F,11th,Shelton High School,94.0,73.0
7623,April Harper,F,10th,Shelton High School,69.0,80.0
7624,Melanie Chavez,F,12th,Shelton High School,79.0,86.0
7625,Steven Alexander,M,9th,Shelton High School,84.0,70.0
7626,Randy Carson,M,10th,Shelton High School,96.0,79.0
7627,Russell Davis,M,10th,Hernandez High School,70.0,88.0
7628,Timothy Walker,M,12th,Hernandez High School,97.0,93.0
7629,Katie Johnston,F,12th,Hernandez High School,83.0,81.0
7630,Joann Oconnell,F,12th,Hernandez High School,77.0,91.0
7631,Sarah Alexander,F,10th,Hernandez High School,84.0,93.0
7632,Kathleen Nichols,F,10th,Hernandez High School,88.0,81.0
7633,Lawrence Martin,M,10th,Hernandez High School,66.0,71.0
7634,Laura Callahan,F,12th,Hernandez High School,79.0,93.0
7635,Natalie Rivera grade,F,9th,Hernandez High School,99.0,97.0
7636,John Hunt,M,9th,Hernandez High School,97.0,60.0
7637,Erika Cross,F,10th,Hernandez High School,66.0,99.0
7638,Kathryn Horn,F,9th,Hernandez High School,92.0,81.0
7639,Christopher Watson,M,12th,Hernandez High School,72.0,65.0
7640,Craig Saunders,M,10th,Hernandez High School,72.0,57.0
7641,Robert Lambert,M,9th,Hernandez High School,70.0,95.0
7642,Amanda Vazquez,F,11th,Hernandez High School,63.0,57.0
7643,Paul Owens,M,9th,Hernandez High School,67.0,55.0
7644,Edward Carr,M,11th,Hernandez High School,98.0,66.0
7645,Sarah Knapp,F,12th,Hernandez High School,75.0,87.0
7646,Scott Bright,M,12th,Hernandez High School,63.0,96.0
7647,Mercedes Jackson,F,12th,Hernandez High School,97.0,84.0
7648,David Nichols,M,9th,Hernandez High School,95.0,77.0
7649,grade Tracy Powell,F,9th,Hernandez High School,64.0,63.0
7650,Johnny Baker,M,9th,Hernandez High School,73.0,93.0
7651,Jose Lee,M,11th,Hernandez High School,80.0,55.0
7652,Jessica Mcguire,F,12th,Hernandez High School,81.0,74.0
7653,Rachel Patterson,F,9th,Hernandez High School,63.0,56.0
7654,Carlos Maxwell,M,12th,Hernandez High School,98.0,97.0
7655,Autumn Wong,F,9th,Hernandez High School,70.0,94.0
7656,Angela Cardenas,F,12th,Hernandez High School,93.0,88.0
7657,April Patel,F,11th,Hernandez High School,91.0,85.0
7658,grade Jason Chavez grade,M,10th,Hernandez High School,74.0,76.0
7659,Stephanie Young,F,12th,Hernandez High School,73.0,94.0
7660,Jeffrey Lamb,M,12th,Hernandez High School,70.0,92.0
7661,Emily Lara,F,9th,Hernandez High School,95.0,61.0
7662,Autumn Velasquez,F,12th,Hernandez High School,71.0,83.0
7663,Rebecca Winters,F,11th,Hernandez High School,96.0,80.0
7664,Jennifer Mack,F,11th,Hernandez High School,75.0,74.0
7665,Eric Smith,M,9th,Hernandez High School,63.0,61.0
7666,Jessica Johnson,F,12th,Hernandez High School,80.0,96.0
7667,Jordan Brown,M,9th,Hernandez High School,63.0,99.0
7668,Marie Rodriguez,F,10th,Hernandez High School,93.0,87.0
7669,Jerry Rodriguez,M,11th,Hernandez High School,94.0,74.0
7670,Elizabeth Martinez,F,11th,Hernandez High School,84.0,97.0
7671,Matthew Wise,M,9th,Hernandez High School,72.0,96.0
7672,Brian Barrett,M,11th,Hernandez High School,68.0,60.0
7673,Michele Clark,F,9th,Hernandez High School,90.0,78.0
7674,Kyle Baker,M,10th,Hernandez High School,72.0,58.0
7675,Jessica Scott,F,9th,Hernandez High School,89.0,74.0
7676,Jason Cantu,M,11th,Hernandez High School,99.0,66.0
7677,George Clarke,M,9th,Hernandez High School,97.0,59.0
7678,Adam Bell,M,9th,Hernandez High School,85.0,83.0
7679,Kelly Morales,F,9th,Hernandez High School,99.0,76.0
7680,Brittany Morrison,F,9th,Hernandez High School,70.0,72.0
7681,Mary Miller,F,10th,Hernandez High School,68.0,69.0
7682,David Wilson,M,12th,Hernandez High School,83.0,85.0
7683,Charles Murphy,M,12th,Hernandez High School,63.0,93.0
7684,Steven Chang,M,9th,Hernandez High School,83.0,70.0
7685,Robert Torres,M,10th,Hernandez High School,88.0,71.0
7686,Amanda Johnson,F,9th,Hernandez High School,87.0,88.0
7687,Thomas Guerrero,M,11th,Hernandez High School,68.0,67.0
7688,Mark Wilson,M,12th,Hernandez High School,76.0,61.0
7689,Jill Reed,F,9th,Hernandez High School,74.0,65.0
7690,Tammy Fuller,F,10th,Hernandez High School,84.0,63.0
7691,Christine Diaz,F,12th,Hernandez High School,73.0,98.0
7692,Jamie Thomas,F,10th,Hernandez High School,78.0,75.0
7693,Matthew Freeman,M,11th,Hernandez High School,69.0,66.0
7694,Charles Le,M,11th,Hernandez High School,87.0,66.0
7695,Jorge Bennett,M,9th,Hernandez High School,69.0,62.0
7696,grade. Leslie Mathews,F,12th,Hernandez High School,73.0,55.0
7697,Mary Jones,F,11th,Hernandez High School,63.0,67.0
7698,Stephen Sandoval,M,11th,Hernandez High School,88.0,89.0
7699,Shannon Diaz,F,9th,Hernandez High School,84.0,97.0
7700,Jeffrey Thompson,M,12th,Hernandez High School,68.0,96.0
7701,Michael Richards,M,9th,Hernandez High School,90.0,89.0
7702,Joshua Leonard,M,12th,Hernandez High School,76.0,83.0
7703,Brian Riley,M,10th,Hernandez High School,63.0,78.0
7704,Julia Dodson,F,9th,Hernandez High School,69.0,84.0
7705,Ryan Butler,M,11th,Hernandez High School,82.0,73.0
7706,Nathaniel Moore,M,12th,Hernandez High School,92.0,73.0
7707,Stephanie Johnson,F,9th,Hernandez High School,68.0,82.0
7708,Colleen Flores,F,11th,Hernandez High School,99.0,88.0
7709,Robert Gray,M,12th,Hernandez High School,64.0,63.0
7710,Ashley Hull,F,9th,Hernandez High School,65.0,55.0
7711,Julie Stafford,F,9th,Hernandez High School,74.0,80.0
7712,Mary Sosa,F,10th,Hernandez High School,91.0,89.0
7713,Andrew Ward,M,10th,Hernandez High School,68.0,98.0
7714,Stephanie Gibson,F,9th,Hernandez High School,91.0,85.0
7715,Jake Henson,M,11th,Hernandez High School,77.0,95.0
7716,Shelia Johnson,F,11th,Hernandez High School,68.0,69.0
7717,Alexandria Woods,F,10th,Hernandez High School,68.0,79.0
7718,Sara Torres,F,11th,Hernandez High School,89.0,66.0
7719,John Shepard,M,12th,Hernandez High School,73.0,96.0
7720,Danielle Smith,F,11th,Hernandez High School,66.0,59.0
7721,Margaret Johnson,F,9th,Hernandez High School,88.0,74.0
7722,Jeffrey Ware,M,10th,Hernandez High School,93.0,70.0
7723,Eric Salinas,M,10th,Hernandez High School,79.0,73.0
7724,Amy Garrett,F,9th,Hernandez High School,79.0,83.0
7725,Kathryn Porter,F,10th,Hernandez High School,95.0,69.0
7726,Sandra Anderson,F,10th,Hernandez High School,71.0,68.0
7727,Kristopher West,M,12th,Hernandez High School,80.0,98.0
7728,Marilyn Pugh,F,10th,Hernandez High School,66.0,70.0
7729,Patrick Hill,M,12th,Hernandez High School,99.0,75.0
7730,Charlene Wilkins,F,11th,Hernandez High School,70.0,83.0
7731,Michael Mathews,M,9th,Hernandez High School,72.0,87.0
7732,Karen Dudley,F,12th,Hernandez High School,92.0,67.0
7733,Heather Medina,F,9th,Hernandez High School,87.0,73.0
7734,Jimmy King,M,10th,Hernandez High School,97.0,60.0
7735,Christine Williams,F,12th,Hernandez High School,94.0,66.0
7736,Chad Oconnor,M,9th,Hernandez High School,68.0,68.0
7737,Kimberly Rocha,F,12th,Hernandez High School,80.0,79.0
7738,Tammy Garcia,F,11th,Hernandez High School,85.0,64.0
7739,Paul Perez,M,11th,Hernandez High School,65.0,84.0
7740,Laurie Shelton,F,9th,Hernandez High School,72.0,68.0
7741,Lindsey Lee,F,9th,Hernandez High School,79.0,97.0
7742,Susan Martin,F,9th,Hernandez High School,63.0,86.0
7743,Noah Santana,M,12th,Hernandez High School,63.0,69.0
7744,Amber Silva,F,9th,Hernandez High School,64.0,78.0
7745,Brittany Keller,F,10th,Hernandez High School,80.0,93.0
7746,Dana Colon,F,11th,Hernandez High School,66.0,90.0
7747,Michael Berry,M,11th,Hernandez High School,86.0,89.0
7748,Robin Walker,F,12th,Hernandez High School,77.0,60.0
7749,Chad Mcbride,M,9th,Hernandez High School,64.0,60.0
7750,Carlos Gill,M,10th,Hernandez High School,81.0,77.0
7751,Glenn Smith,M,12th,Hernandez High School,90.0,60.0
7752,Patrick Newman grade,M,10th,Hernandez High School,93.0,61.0
7753,Ryan Rodriguez,M,9th,Hernandez High School,83.0,79.0
7754,Ryan Pearson,M,12th,Hernandez High School,86.0,66.0
7755,John Yang,M,10th,Hernandez High School,92.0,83.0
7756,Maria Hurley,F,9th,Hernandez High School,68.0,90.0
7757,Felicia Jones,F,11th,Hernandez High School,96.0,99.0
7758,Tyler Franklin,M,11th,Hernandez High School,84.0,72.0
7759,Sabrina Rhodes,F,9th,Hernandez High School,92.0,80.0
7760,Connor Adams,M,11th,Hernandez High School,91.0,86.0
7761,Laurie Johnson,F,11th,Hernandez High School,67.0,99.0
7762,Jamie Hart,F,12th,Hernandez High School,90.0,94.0
7763,Michelle Vasquez,F,9th,Hernandez High School,67.0,59.0
7764,Jeffery Nguyen,M,9th,Hernandez High School,68.0,75.0
7765,Amy Wright,F,11th,Hernandez High School,93.0,97.0
7766,Cathy Jones,F,10th,Hernandez High School,70.0,92.0
7767,Jerome Spencer,M,9th,Hernandez High School,69.0,67.0
7768,Matthew Stark,M,10th,Hernandez High School,68.0,77.0
7769,Alexandra Jones,F,10th,Hernandez High School,67.0,79.0
7770,Adam Ochoa,M,10th,Hernandez High School,63.0,64.0
7771,Andrew Garrett,M,9th,Hernandez High School,96.0,99.0
7772,Matthew Scott,M,9th,Hernandez High School,84.0,61.0
7773,Nancy Carpenter,F,9th,Hernandez High School,80.0,69.0
7774,Alyssa Cummings,F,9th,Hernandez High School,86.0,87.0
7775,Kirsten Brock,F,9th,Hernandez High School,71.0,86.0
7776,Kevin Santos,M,12th,Hernandez High School,81.0,69.0
7777,Sarah Carlson,F,10th,Hernandez High School,86.0,57.0
7778,Erin Steele,F,9th,Hernandez High School,73.0,94.0
7779,Denise Jones,F,11th,Hernandez High School,75.0,62.0
7780,Edwin Thornton,M,10th,Hernandez High School,81.0,82.0
7781,Tammy Dodson,F,10th,Hernandez High School,82.0,72.0
7782,Adam Kirby,M,9th,Hernandez High School,80.0,77.0
7783,Kathleen Valdez,F,12th,Hernandez High School,69.0,62.0
7784,Jordan Cox,M,11th,Hernandez High School,74.0,99.0
7785,Paul Gilbert,M,11th,Hernandez High School,66.0,59.0
7786,Jeremy Mcdonald,M,9th,Hernandez High School,75.0,64.0
7787,Heather Ferguson,F,9th,Hernandez High School,83.0,62.0
7788,Victoria Burgess,F,10th,Hernandez High School,77.0,61.0
7789,Steve Burke,M,9th,Hernandez High School,82.0,62.0
7790,Ashley Williams,F,9th,Hernandez High School,70.0,82.0
7791,Maureen Pennington,F,12th,Hernandez High School,87.0,56.0
7792,Heather Morales,F,11th,Hernandez High School,99.0,64.0
7793,Dwayne Vazquez,M,11th,Hernandez High School,63.0,74.0
7794,Michael Brown,M,9th,Hernandez High School,70.0,90.0
7795,Thomas Powell,M,10th,Hernandez High School,95.0,98.0
7796,Denise Mason,F,12th,Hernandez High School,96.0,82.0
7797,Yvonne Williams,F,10th,Hernandez High School,92.0,55.0
7798,Kellie Harrington,F,10th,Hernandez High School,83.0,80.0
7799,Kristin Oconnell,F,9th,Hernandez High School,92.0,96.0
7800,James Knight,M,10th,Hernandez High School,84.0,79.0
7801,Samantha Carter,F,10th,Hernandez High School,85.0,76.0
7802,Lori Cooper,F,12th,Hernandez High School,71.0,95.0
7803,Derek Sanchez,M,10th,Hernandez High School,95.0,98.0
7804,Barry Edwards,M,9th,Hernandez High School,68.0,63.0
7805,Elizabeth Ruiz,F,10th,Hernandez High School,69.0,72.0
7806,Elaine House,F,10th,Hernandez High School,89.0,58.0
7807,Daniel Johnson,M,9th,Hernandez High School,64.0,85.0
7808,Nicole Banks,F,11th,Hernandez High School,99.0,80.0
7809,Kevin Thompson,M,9th,Hernandez High School,68.0,77.0
7810,Alyssa Reynolds,F,11th,Hernandez High School,69.0,57.0
7811,Joanna Reynolds,F,10th,Hernandez High School,86.0,90.0
7812,Monique Ortiz,F,11th,Hernandez High School,89.0,91.0
7813,Dustin Elliott,M,10th,Hernandez High School,69.0,96.0
7814,Joseph Anderson,M,9th,Hernandez High School,93.0,77.0
7815,Melissa Freeman,F,9th,Hernandez High School,64.0,55.0
7816,Brittany Browning,F,11th,Hernandez High School,84.0,99.0
7817,Rebecca Torres,F,11th,Hernandez High School,96.0,68.0
7818,Robert Casey,M,11th,Hernandez High School,92.0,67.0
7819,Melissa Bowers,F,12th,Hernandez High School,84.0,97.0
7820,Ann Ball,F,11th,Hernandez High School,86.0,99.0
7821,James Anderson,M,11th,Hernandez High School,84.0,78.0
7822,Michael Brooks,M,9th,Hernandez High School,81.0,56.0
7823,Alejandro Schmidt,M,9th,Hernandez High School,97.0,95.0
7824,Jennifer Blackwell,F,11th,Hernandez High School,88.0,82.0
7825,William Bowman,M,12th,Hernandez High School,90.0,85.0
7826,Brooke Mcfarland,F,9th,Hernandez High School,82.0,72.0
7827,Jennifer Ford,F,9th,Hernandez High School,88.0,62.0
7828,James Williams,M,11th,Hernandez High School,64.0,95.0
7829,Kara Hicks,F,9th,Hernandez High School,87.0,66.0
7830,Allison Barker,F,9th,Hernandez High School,70.0,91.0
7831,Sonya Davis,F,12th,Hernandez High School,76.0,90.0
7832,Thomas Watson,M,9th,Hernandez High School,84.0,57.0
7833,Kyle Chan,M,10th,Hernandez High School,73.0,82.0
7834,Tammy Kelly,F,10th,Hernandez High School,69.0,78.0
7835,Shannon Griffin,F,9th,Hernandez High School,89.0,82.0
7836,Brian Anderson,M,10th,Hernandez High School,91.0,73.0
7837,Chad Frank,M,12th,Hernandez High School,65.0,97.0
7838,Bradley Brown,M,11th,Hernandez High School,99.0,59.0
7839,Leah Pierce,F,9th,Hernandez High School,76.0,75.0
7840,Brittany Stephens,F,11th,Hernandez High School,69.0,79.0
7841,Matthew Cunningham,M,9th,Hernandez High School,90.0,96.0
7842,Travis Ruiz,M,9th,Hernandez High School,71.0,81.0
7843,Anna Mitchell,F,10th,Hernandez High School,79.0,73.0
7844,Joel Cortez,M,9th,Hernandez High School,65.0,58.0
7845,Nathan Nelson,M,9th,Hernandez High School,87.0,87.0
7846,Samuel Leblanc,M,10th,Hernandez High School,76.0,92.0
7847,Rhonda Turner,F,9th,Hernandez High School,82.0,84.0
7848,Mary Perez,F,9th,Hernandez High School,88.0,65.0
7849,Sarah Stevens,F,11th,Hernandez High School,99.0,74.0
7850,Sarah Moore,F,12th,Hernandez High School,92.0,87.0
7851,Tricia Taylor,F,10th,Hernandez High School,89.0,85.0
7852,Laura Tucker,F,12th,Hernandez High School,82.0,99.0
7853,Amanda Graham,F,11th,Hernandez High School,71.0,57.0
7854,Leslie Fox,F,12th,Hernandez High School,85.0,73.0
7855,Samuel Mathis,M,9th,Hernandez High School,98.0,87.0
7856,Cameron Baker,M,10th,Hernandez High School,87.0,74.0
7857,Patrick Pierce,M,10th,Hernandez High School,87.0,89.0
7858,Raymond Gomez,M,10th,Hernandez High School,98.0,92.0
7859,Anthony Owens,M,9th,Hernandez High School,73.0,76.0
7860,Laura Daniel,F,10th,Hernandez High School,91.0,90.0
7861,Kimberly Chavez,F,9th,Hernandez High School,90.0,87.0
7862,Daniel Davis,M,10th,Hernandez High School,95.0,70.0
7863,Jesus Ross,M,12th,Hernandez High School,63.0,68.0
7864,Adrian Payne,M,10th,Hernandez High School,90.0,89.0
7865,grade Michael Chapman grade,M,10th,Hernandez High School,86.0,72.0
7866,Logan Cummings,M,10th,Hernandez High School,87.0,77.0
7867,Margaret Stafford,F,9th,Hernandez High School,93.0,63.0
7868,Sheila Jones,F,9th,Hernandez High School,77.0,78.0
7869,Joseph Fernandez,M,10th,Hernandez High School,70.0,95.0
7870,Larry Barron,M,11th,Hernandez High School,86.0,56.0
7871,Jason Crawford,M,9th,Hernandez High School,79.0,69.0
7872,Sharon Cook,F,9th,Hernandez High School,63.0,66.0
7873,Jennifer Acevedo,F,9th,Hernandez High School,72.0,67.0
7874,Jason Bradshaw,M,9th,Hernandez High School,96.0,67.0
7875,Steve Strong,M,10th,Hernandez High School,97.0,60.0
7876,Daniel Braun,M,12th,Hernandez High School,63.0,96.0
7877,Jacob Wright,M,11th,Hernandez High School,88.0,91.0
7878,Amber Hill,F,11th,Hernandez High School,65.0,84.0
7879,Samuel Hernandez,M,10th,Hernandez High School,82.0,67.0
7880,David Reid,M,11th,Hernandez High School,70.0,58.0
7881,Anthony Stark,M,10th,Hernandez High School,86.0,87.0
7882,Craig Phillips,M,10th,Hernandez High School,71.0,65.0
7883,Edward Edwards,M,9th,Hernandez High School,64.0,71.0
7884,Stephanie Coleman,F,12th,Hernandez High School,99.0,62.0
7885,Kenneth Harris,M,9th,Hernandez High School,63.0,57.0
7886,Anthony Butler,M,11th,Hernandez High School,70.0,66.0
7887,Courtney Soto,F,12th,Hernandez High School,81.0,62.0
7888,Steven Castillo,M,9th,Hernandez High School,96.0,95.0
7889,Eric Smith,M,12th,Hernandez High School,91.0,94.0
7890,April Hodges,F,11th,Hernandez High School,88.0,99.0
7891,Cheryl Torres,F,9th,Hernandez High School,76.0,60.0
7892,Rita Webb,F,12th,Hernandez High School,82.0,81.0
7893,Wendy Lowery,F,10th,Hernandez High School,96.0,59.0
7894,Brian Townsend,M,9th,Hernandez High School,86.0,68.0
7895,Jessica Webster,F,11th,Hernandez High School,97.0,87.0
7896,April Lambert,F,9th,Hernandez High School,65.0,74.0
7897,Shannon Sanchez,F,11th,Hernandez High School,64.0,76.0
7898,Michelle Simpson,F,9th,Hernandez High School,70.0,90.0
7899,Terry Rodriguez,M,11th,Hernandez High School,82.0,57.0
7900,Timothy Webb,M,10th,Hernandez High School,70.0,65.0
7901,Marie Morris,F,9th,Hernandez High School,65.0,96.0
7902,Hayley King,F,11th,Hernandez High School,69.0,72.0
7903,Benjamin Sanchez,M,9th,Hernandez High School,81.0,68.0
7904,Christina Peters,F,9th,Hernandez High School,89.0,69.0
7905,Jack Smith,M,10th,Hernandez High School,82.0,60.0
7906,Kimberly Craig,F,11th,Hernandez High School,74.0,57.0
7907,Tamara Jones,F,9th,Hernandez High School,71.0,92.0
